id,内容,非此即彼,以偏概全,心理过滤,否定正面思考,读心术,先知错误,放大,情绪化推理,应该式,乱贴标签,罪责归己,罪责归他
694,所有人都是自私的就连父母也一样呵这一切也是自己作出来的吧要是当时忍忍不就过去了自己活该,0,0,0,0,0,0,0,0,1,1,0,0
695,饭昨天我刚被确诊中度抑郁医生给我开了药我不想吃我害怕副作用家里人知道了之后说我什么事都没有就是自己瞎想出来的病听到这些话我恨不得即刻去世,0,0,0,0,0,0,1,0,0,0,0,0
696,抑郁症奇特之处在于好事会变坏坏事变更坏精神世界中的色盲黑白之间只有更坏,0,0,1,0,0,0,1,0,0,0,0,0
697,如果死掉就好了活着就是一件让人难以忍受的事仿佛空气都变得稀薄每时每刻都面对着让人无法忍受的孤独与恐惧,0,0,1,0,0,0,0,0,0,0,0,0
698,既然不能帮到我就早点放弃我吧,1,0,0,0,0,0,0,0,0,0,0,0
699,我的快乐维持不了多久就被打回原形,0,0,0,0,0,1,0,0,0,0,0,0
700,为什么那么多的事情过了那么那么久只要写下来我还是那么的痛呢为什么啊想求求时间治愈我可是我知道我无法痊愈了之前的都是妄想我只不过是一遍又一遍的经历着以前的事一遍又一遍的想要缝补过去的自己而已,0,0,0,0,0,1,0,0,0,0,0,0
701,早就该死了不是吗为什么都要让我自卑到抬不起头来像我这种人除了死没有别的选择,0,0,0,0,0,0,0,0,1,0,0,0
702,大概是没有什么所以特别想要什么吧想要一个温暖的干净的家庭可是我没办法把自己带入我的病态心理拥有不了健康的家庭,0,0,0,0,0,1,0,0,0,0,0,0
703,饭饭我遇到了一个温柔的男孩子他给我唱歌教我怎么学英语安慰我让我好好活下去熬夜陪我聊天说我在他眼中只有可爱我真的很谢谢他不嫌弃我的一切可是我还是不想活下去我已经祸害了我所有的家人我不想再祸害他这么好的一个人了,0,0,0,1,0,0,0,0,0,0,0,0
704,明天要跟室友出去玩其实我没有很开心我甚至是不想去的可我知道我不能这样我不能总是这么自私不能总把我奇怪的情绪带给别人很多时候我控制不了但也得在我尽力能控制的时候不要让身旁的人被我影响大家都是很好的人坏的是我而已,0,0,0,0,0,0,0,0,0,1,1,0
705,饭啊我突然想找个人谈恋爱男的女的都行最好跟我一样我就想知道两个抑郁症在一起是互相拯救还是一起走向尽头我发现两种结局都不变但是这个世界再也没人能救得了我,0,0,0,0,0,1,0,0,0,0,0,0
706,饭我又来了我想死死不起我好难过都是我一手造成的,0,0,1,0,0,0,0,0,0,0,1,0
707,没有人看得到,0,0,0,0,0,1,0,0,0,0,0,0
708,我也是失去了最后一根稻草连呼吸都困难,0,0,0,0,0,0,1,0,0,0,0,0
709,真是厌恶了这世上的一切尤其是恶心的自己,0,0,0,0,0,0,0,0,0,0,1,0
710,每次的开心都觉得不属于自己好像自己就属于悲伤好想聊聊和从前一样,0,0,1,0,0,1,0,0,0,0,0,0
711,也或者是臆想这事儿是真的烦我就是个弱鸡我就是个弟弟,0,0,0,0,0,0,0,0,0,1,0,0
712,已经累到了极致我很想睡觉一闭上眼睛脑海里面就回浮现各种想法我好孤独啊我想要健康我想要快乐,0,0,1,0,0,0,0,0,0,0,0,0
713,我真够恶心的,0,0,0,0,0,0,0,0,0,1,0,0
714,明天去见见爷爷和爸爸说真的我没脸见他们我把一切都弄得乱糟糟的没照顾好奶奶和妈妈也没照顾好自己把自己弄成这幅鬼样子到底都是让所有人失望的没脸见他们那只会让我更加良心不安我为什么成了这个样子,0,0,0,0,0,0,0,0,0,0,1,0
715,不那个日子不好的我觉得你应该死在温暖的床上带着幸福的笑脸老死,0,0,0,0,0,0,0,0,1,0,0,0
716,饭饭我的情绪又变坏了我是不是一个很糟糕的人啊,0,0,0,0,0,0,0,1,0,1,0,0
717,没有人救我,0,0,0,0,0,1,0,0,0,0,0,0
718,嗨我来看看你我今天特别累明明昨天精力充沛今天测试皮脂上来一点回家吃碳水了哈哈哈可是今天好累没有一点点力气我的眼泪不知道为什么就是止不住我想我能坚持到什么时候我怕我忍不住我还有父母我还不到时候呀我不知道为什么我会是人会有思维太痛苦了,0,0,1,0,0,0,0,0,0,0,0,0
719,恐怖的原生家庭童年的阴影恐怕这下半辈子都治愈不了最困难的时候是迎来血缘关系最难听的话多亏了我不要脸死皮赖脸的跑回来住要不然我还得到处去找地方住不想活的那么累要不就躺着不动眼泪要流就让它流奢求一觉睡过去永远不醒,0,0,0,0,0,1,0,0,0,1,0,0
720,骗了自己很多年啊觉得他们对我还是爱的可是此刻突然意识到这个谎言继续不下去了哈哈哈哈我是真的多余的不该来这世界的允悲,0,0,0,0,0,0,0,0,1,0,0,0
721,照顾自己就很难了真的不应该去喜欢别人的,0,0,0,0,0,0,0,0,1,0,0,0
722,饭我又加快了去找你的步伐的确生活没了谁都可以过可是心被掏空的过活又有什么意义呢我放弃了这次不是为了能让他愧疚让他背负骂名了是我真的放弃了这生活太重我寸步难行,0,0,1,0,0,0,1,0,0,0,0,0
723,大概就是人间不值得吧,0,0,0,0,0,1,0,0,0,0,0,0
724,人类真的很恶臭,0,0,0,0,0,0,0,0,0,1,0,0
725,我年因为一个男孩子自卑于是减肥绝食我在我并没有什么抑郁的时候觉得抑郁症能引起别人注意于是假装自己是谁能想到弄假成真先是精神性厌食症继而是暴食百忧解是基础药但在那时我却觉得自己一切正常这个死胡同一旦钻进去没人可以救你岁的时候,0,0,0,0,0,1,0,0,0,0,0,0
726,真希望就这样死了今天又是恶心的一天我真的快坚持不下去了,0,0,0,0,0,0,0,0,0,1,0,0
727,受够了每天上课到一半崩溃到去厕所大哭一整天除了在吃药都没有别的记忆几天几天的睡不着,0,0,1,0,0,0,0,0,0,0,0,0
728,昨晚睡不着今天也没胃口吃东西我在努力的瞒着所有人在进行我的计划我要顺着他们的意思让他们觉得我没事了很好希望我的离开并不会让你觉得措手不及我有很多次自杀的念头我渴望能安静的消失灭霸为什么不把我带走也许我这种罪孽深重的人没资格上天堂也许地狱也会比这个世界让我更自在吧,0,0,0,0,0,1,0,0,0,1,0,0
